fr.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.3464101615137755,0.16329931618554522,0.18973665961010275,0.17888543819998318,0.05547001962252291,0.08164965809277261,0.0,0.05773502691896258,0.047140452079103175,0.12060453783110546,0.16641005886756874,0.17677669529663687,0.12247448713915891,0.06666666666666667,0.1485562705416415,0.044721359549995794,0.048507125007266595,0.0,0.11469246887266567
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.3202563076101743,0.22645540682891918,0.0,0.12403473458920847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09805806756909201,0.056613851707229795,0.0,0.10300524052492097,0.0,0.0,0.0,0.0
4,0.13525044520011487,0.12751534261266767,0.1975459193299179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0828236445561349,0.03187883565316692,0.052057920629535355,0.05800147905657416,0.0,0.0,0.06375767130633384,0.0
5,0.07715167498104597,0.0,0.0,0.0,0.0,0.0,0.0,0.07715167498104597,0.0,0.0,0.0,0.0472455591261534,0.0,0.0,0.049629166698546515,0.05976143046671968,0.0,0.0,0.04378978809844386
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12909944487358055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10846522890932808,0.0,0.0
7,0.1091089451179962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1781741612749496,0.0,0.0,0.0,0.3086066999241838,0.1259881576697424,0.2807449625374386,0.16903085094570328,0.0,0.0,0.06192811222226325
8,0.16081688022566926,0.0,0.0,0.0,0.0,0.22742941307367104,0.0,0.0,0.43768810953240855,0.0,0.0,0.0,0.34114411961050656,0.12379689211803459,0.2758620689655173,0.12456821978060995,0.0,0.0,0.06085101941048756
9,0.1091089451179962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1781741612749496,0.0,0.0,0.0,0.3086066999241838,0.3779644730092272,0.21055872190307892,0.08451542547285164,0.0,0.0,0.06192811222226325
10,0.08006407690254358,0.0,0.0,0.0,0.0,0.11322770341445959,0.0,0.0,0.5229763603684908,0.16724840200141816,0.15384615384615385,0.049029033784546004,0.28306925853614895,0.09245003270420486,0.15450786078738143,0.062017367294604234,0.0,0.0,0.13632843211976495
11,0.08333333333333334,0.0,0.09128709291752768,0.12909944487358055,0.08006407690254358,0.11785113019775793,0.0,0.08333333333333334,0.13608276348795434,0.9574271077563381,0.4803844614152615,0.15309310892394862,0.11785113019775793,0.0,0.05360562674188975,0.0,0.0,0.0,0.11824594246010055
12,0.08006407690254358,0.0,0.08770580193070293,0.12403473458920847,0.07692307692307693,0.11322770341445959,0.0,0.08006407690254358,0.06537204504606135,0.5017452060042545,1.0000000000000002,0.294174202707276,0.16984155512168939,0.0,0.05150262026246048,0.0,0.0,0.0,0.13632843211976495
13,0.13608276348795434,0.09622504486493764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1421338109037403,0.3268602252303068,0.7083333333333334,0.2886751345948129,0.0,0.08753762190648172,0.0,0.0,0.0,0.03861896309089949
14,0.17407765595569785,0.12309149097933275,0.0,0.0,0.0,0.12309149097933275,0.0,0.0,0.21320071635561047,0.0,0.0,0.0,0.061545745489666376,0.0,0.05598925109558543,0.0,0.0,0.2461829819586655,0.0
