fr.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.2,0.06666666666666667,0.043478260869565216,0.05555555555555555,0.09523809523809523,0.05263157894736842,0.045454545454545456,0.0,0.0,0.0625,0.07407407407407407,0.0,0.0,0.1,0.0625,0.07407407407407407,0.12,0.05555555555555555,0.047619047619047616
2,0.041666666666666664,0.0,0.3888888888888889,0.1111111111111111,0.043478260869565216,0.05,0.09090909090909091,0.0,0.0,0.029411764705882353,0.034482758620689655,0.0,0.0,0.045454545454545456,0.058823529411764705,0.034482758620689655,0.07407407407407407,0.05263157894736842,0.0
3,0.043478260869565216,0.0,0.043478260869565216,0.11764705882352941,0.045454545454545456,0.1111111111111111,0.09523809523809523,0.0,0.0,0.030303030303030304,0.03571428571428571,0.0,0.0,0.047619047619047616,0.0625,0.03571428571428571,0.07692307692307693,0.05555555555555555,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.10526315789473684,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
