de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,0.09259259259259259,0.06666666666666667,0.06060606060606061,0.043478260869565216,0.07407407407407407,0.0,0.0,0.06666666666666667,0.0,0.0,0.11764705882352941,0.06666666666666667,0.03225806451612903,0.13793103448275862,0.047619047619047616,0.05263157894736842,0.1,0.0,0.0625,0.09523809523809523,0.1111111111111111,0.05405405405405406,0.1,0.1111111111111111,0.15384615384615385,0.0,0.045454545454545456,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.07142857142857142,0.0,0.0,0.05555555555555555,0.021739130434782608,0.11764705882352941,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.14814814814814814,0.058823529411764705,0.09090909090909091,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.016129032258064516,0.0,0.02040816326530612,0.03125,0.0,0.0,0.05084745762711865,0.03333333333333333,0.0,0.0,0.05,0.0,0.0,0.07317073170731707,0.046511627906976744,0.06,0.045454545454545456,0.0,0.0,0.05555555555555555,0.10344827586206896,0.0,0.0,0.022727272727272728,0.08,0.0
2,0.07547169811320754,0.1111111111111111,0.1,0.0,0.038461538461538464,0.058823529411764705,0.0,0.0,0.0,0.0,0.0625,0.16666666666666666,0.0,0.03333333333333333,0.05263157894736842,0.058823529411764705,0.1111111111111111,0.0,0.07142857142857142,0.10526315789473684,0.125,0.05714285714285714,0.17647058823529413,0.2,0.18181818181818182,0.0,0.05,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.034482758620689655,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.016666666666666666,0.0,0.0,0.0,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.0625,0.07142857142857142,0.0,0.0,0.023809523809523808,0.08695652173913043,0.05128205128205128
