fr.en,1,2,3,4,5,6,7,8,9,10,11
1,0.4444444444444444,0.1421338109037403,0.16666666666666666,0.35355339059327373,0.0,0.10050378152592121,0.0,0.0,0.0,0.06950480468569159,0.0
2,0.14547859349066158,0.9304842103984708,0.0,0.07715167498104596,0.0,0.0657951694959769,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.7,0.1414213562373095,0.08164965809277261,0.24120907566221092,0.0,0.12060453783110546,0.17056057308448833,0.12510864843424485,0.08944271909999159
4,0.1178511301977579,0.0753778361444409,0.08838834764831843,0.7499999999999999,0.0,0.10660035817780521,0.1178511301977579,0.0,0.1507556722888818,0.14744195615489714,0.0
5,0.0,0.0,0.1889822365046136,0.13363062095621217,0.9258200997725514,0.0,0.0,0.0,0.16116459280507606,0.15762208124782012,0.16903085094570328
6,0.07856742013183861,0.050251890762960605,0.23570226039551587,0.16666666666666666,0.0,0.7106690545187015,0.07856742013183861,0.21320071635561047,0.251259453814803,0.14744195615489716,0.0
7,0.0,0.0,0.0,0.1178511301977579,0.0,0.20100756305184242,0.8888888888888888,0.0,0.1421338109037403,0.13900960937138318,0.0
8,0.0,0.0,0.11180339887498948,0.0,0.0,0.20225995873897262,0.14907119849998599,0.7416198487095663,0.09534625892455921,0.0,0.0
9,0.0,0.0,0.19245008972987526,0.20412414523193148,0.07856742013183861,0.3481553119113957,0.12830005981991682,0.11605177063713189,0.7385489458759964,0.16051447078102563,0.0
10,0.0,0.0,0.06454972243679027,0.18257418583505533,0.10540925533894598,0.23354968324845687,0.17213259316477406,0.0,0.16514456476895406,0.5922200922639821,0.11547005383792514
11,0.0,0.0,0.22360679774997896,0.15811388300841897,0.18257418583505536,0.0,0.0,0.0,0.0,0.18650096164806276,0.7999999999999998
