fr.en,1,2,3,4,5,6,7,8,9,10,11
1,0.2857142857142857,0.07692307692307693,0.08695652173913043,0.21428571428571427,0.0,0.05263157894736842,0.0,0.0,0.0,0.03225806451612903,0.0
2,0.08,0.85,0.0,0.04,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.6666666666666666,0.08,0.041666666666666664,0.15384615384615385,0.0,0.07142857142857142,0.11764705882352941,0.07692307692307693,0.043478260869565216
4,0.0625,0.038461538461538464,0.043478260869565216,0.6,0.0,0.05555555555555555,0.0625,0.0,0.08,0.06896551724137931,0.0
5,0.0,0.0,0.09523809523809523,0.07142857142857142,0.8571428571428571,0.0,0.0,0.0,0.04,0.07142857142857142,0.09090909090909091
6,0.05,0.03333333333333333,0.16666666666666666,0.1111111111111111,0.0,0.7692307692307693,0.05,0.15,0.19230769230769232,0.09375,0.0
7,0.0,0.0,0.0,0.0625,0.0,0.1111111111111111,0.8,0.0,0.07692307692307693,0.06666666666666667,0.0
8,0.0,0.0,0.07142857142857142,0.0,0.0,0.13636363636363635,0.09523809523809523,0.7857142857142857,0.06451612903225806,0.0,0.0
9,0.0,0.0,0.12121212121212122,0.11538461538461539,0.038461538461538464,0.23076923076923078,0.07142857142857142,0.06666666666666667,0.7391304347826086,0.1,0.0
10,0.0,0.0,0.03333333333333333,0.09523809523809523,0.05,0.13043478260869565,0.09090909090909091,0.0,0.0967741935483871,0.4074074074074074,0.05263157894736842
11,0.0,0.0,0.10526315789473684,0.08333333333333333,0.1,0.0,0.0,0.0,0.0,0.07692307692307693,0.6666666666666666
