fr.en,1,2,3,4,5
1,0.3333333333333333,0.05263157894736842,0.0,0.044444444444444446,0.05
2,0.05263157894736842,0.05263157894736842,0.0,0.021739130434782608,0.0
3,0.0,0.07142857142857142,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.03225806451612903,0.0,0.0,0.03508771929824561,0.03125
