fr.en,1,2,3,4,5
1,0.502518907629606,0.10050378152592121,0.0,0.07207499701564474,0.09534625892455924
2,0.1781741612749496,0.0890870806374748,0.0,0.03194382824999701,0.0
3,0.0,0.13608276348795434,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.06950480468569159,0.0,0.0,0.049844478627922705,0.0659380473395787
