de.it,1,2,3,4,5,6,7,8,9,10,11,12,13
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.5,0.05555555555555555,0.0625,0.0,0.05263157894736842,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
5,0.0,0.038461538461538464,0.2727272727272727,0.08333333333333333,0.0,0.03571428571428571,0.0,0.047619047619047616,0.030303030303030304,0.0,0.0,0.0,0.0
6,0.0,0.08333333333333333,0.07692307692307693,0.2,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.21428571428571427,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.125,0.0
9,0.0,0.0,0.0,0.0,0.05263157894736842,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.05,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.07692307692307693,0.07142857142857142,0.08333333333333333,0.0,0.06666666666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.16666666666666666,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
15,0.0,0.0,0.0,0.0,0.11764705882352941,0.05,0.0,0.0,0.04,0.0,0.0,0.42857142857142855,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
