de.en,1,2,3,4,5,6
1,0.043478260869565216,0.047619047619047616,0.0,0.0,0.0,0.0
2,0.037037037037037035,0.0,0.0,0.1,0.125,0.058823529411764705
3,0.05714285714285714,0.0,0.0,0.13513513513513514,0.125,0.08
4,0.0,0.047619047619047616,0.0,0.0,0.06666666666666667,0.0
5,0.09523809523809523,0.0,0.0,0.16666666666666666,0.24,0.18181818181818182
6,0.0,0.043478260869565216,0.0,0.10714285714285714,0.21428571428571427,0.0
7,0.045454545454545456,0.0,0.0,0.07692307692307693,0.03333333333333333,0.08333333333333333
8,0.17391304347826086,0.0,0.0,0.06666666666666667,0.06060606060606061,0.13333333333333333
9,0.07142857142857142,0.0,0.047619047619047616,0.029411764705882353,0.05555555555555555,0.05263157894736842
10,0.06060606060606061,0.1,0.0,0.08108108108108109,0.075,0.041666666666666664
11,0.14814814814814814,0.03571428571428571,0.045454545454545456,0.09090909090909091,0.05405405405405406,0.10526315789473684
12,0.041666666666666664,0.0,0.0,0.034482758620689655,0.06451612903225806,0.07142857142857142
