de.en,1,2,3,4,5,6
1,0.06804138174397716,0.17149858514250882,0.0,0.0,0.0,0.0
2,0.09072184232530289,0.0,0.0,0.2886751345948129,0.4313310928137537,0.1924500897298753
3,0.09016696346674323,0.0,0.0,0.25503068522533534,0.4048766819951098,0.1912730139190015
4,0.0,0.08574929257125441,0.0,0.0,0.10783277320343841,0.0
5,0.14547859349066158,0.0,0.0,0.38575837490522974,0.6340294594746585,0.3086066999241838
6,0.0,0.07669649888473704,0.0,0.19364916731037085,0.2893456933022473,0.0
7,0.07273929674533079,0.0,0.0,0.1543033499620919,0.1729171253112705,0.1543033499620919
8,0.23210354127426377,0.0,0.0,0.18463723646899913,0.27588029392302177,0.2461829819586655
9,0.2151657414559676,0.0,0.07905694150420949,0.18257418583505536,0.34099716973523675,0.18257418583505536
10,0.08206099398622181,0.15512630699850574,0.0,0.13055824196677338,0.16256402219058877,0.08703882797784893
11,0.22680460581325723,0.1143323900950059,0.08333333333333333,0.1924500897298753,0.21566554640687685,0.1924500897298753
12,0.06415002990995841,0.0,0.0,0.13608276348795434,0.2541642838876745,0.13608276348795434
