fr.en,1,2,3,4
1,0.6172133998483678,0.12964074471043288,0.1889822365046136,0.14824986333222026
2,0.06454972243679027,0.5423261445466404,0.0,0.1860521018838127
3,0.23570226039551587,0.0,0.5773502691896258,0.0
4,0.25000000000000006,0.0700140042014005,0.0,0.6405126152203486
