fr.en,1,2,3,4
1,0.6172133998483678,0.0,0.0,0.0
2,0.0,0.5423261445466404,0.0,0.0
3,0.0,0.0,0.5773502691896258,0.0
4,0.0,0.0,0.0,0.6405126152203486
