it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
1,0.6726727939963125,0.25724787771376323,0.0,0.08574929257125441,0.2711630722733202,0.06262242910851494,0.2640393447937798,0.16888013236829963,0.08084520834544433,0.09166984970282112,0.280056016805602,0.12964074471043288,0.20683507599800766,0.10846522890932808,0.24253562503633297,0.0,0.07669649888473704,0.0700140042014005,0.12964074471043288,0.06063390625908324,0.140028008402801,0.10846522890932808,0.0,0.0,0.0,0.140028008402801,0.0,0.0,0.0,0.21693045781865616,0.12964074471043288,0.2100420126042015,0.0,0.25286086871208685,0.0,0.09901475429766744,0.27500954910846337,0.18786728732554484,0.0,0.2100420126042015,0.10114434748483474,0.0
2,0.08536655898367085,0.10882143751650175,0.07254762501100116,0.10882143751650175,0.13764944032233709,0.26490647141300877,0.1535797663736217,0.16073991593304596,0.13679711361135388,0.07755667343294813,0.05923488777590924,0.08226127456606228,0.043747863925980714,0.04588314677411236,0.15389675281277312,0.06488856845230502,0.03244428422615251,0.02961744388795462,0.13710212427677046,0.12824729401064427,0.05923488777590924,0.09176629354822471,0.030934411244487304,0.02961744388795462,0.030934411244487304,0.0,0.07254762501100116,0.051298917604257706,0.02294157338705618,0.04588314677411236,0.054840849710708184,0.08885233166386386,0.051298917604257706,0.04278625498405582,0.06488856845230502,0.04188539082916956,0.038778336716474064,0.05298129428260176,0.048365083340667456,0.11846977555181848,0.08557250996811164,0.03244428422615251
3,0.24806946917841693,0.0,0.15811388300841897,0.15811388300841897,0.4999999999999999,0.0,0.06085806194501844,0.0778498944161523,0.0,0.0,0.12909944487358055,0.11952286093343936,0.09534625892455921,0.0,0.0,0.0,0.14142135623730948,0.12909944487358055,0.11952286093343936,0.0,0.0,0.0,0.0,0.0,0.0,0.12909944487358055,0.0,0.0,0.09999999999999998,0.19999999999999996,0.11952286093343936,0.12909944487358055,0.0,0.18650096164806276,0.14142135623730948,0.0,0.16903085094570328,0.23094010767585027,0.0,0.12909944487358055,0.09325048082403138,0.14142135623730948
4,0.22188007849009164,0.1414213562373095,0.0,0.07071067811865475,0.13416407864998736,0.051639777949432225,0.598764159346999,0.17407765595569785,0.26666666666666666,0.07559289460184544,0.2886751345948129,0.16035674514745463,0.38376128944009874,0.08944271909999159,0.2,0.25298221281347033,0.12649110640673517,0.05773502691896258,0.10690449676496974,0.15,0.11547005383792516,0.08944271909999159,0.12060453783110546,0.0,0.0,0.05773502691896258,0.0,0.0,0.0,0.08944271909999159,0.05345224838248487,0.11547005383792516,0.0,0.12510864843424485,0.0,0.08164965809277261,0.15118578920369088,0.10327955589886445,0.047140452079103175,0.11547005383792516,0.0834057656228299,0.0
5,0.15384615384615385,0.19611613513818402,0.0,0.19611613513818402,0.0,0.1432229748078866,0.15097027121927944,0.2896827297511606,0.18490006540840973,0.20965696734438366,0.0,0.14824986333222026,0.0,0.0,0.2773500981126146,0.0,0.0,0.0,0.44474958999666075,0.2773500981126146,0.0,0.24806946917841693,0.16724840200141816,0.16012815380508716,0.0,0.0,0.19611613513818402,0.2773500981126146,0.12403473458920847,0.24806946917841693,0.2964997266644405,0.3202563076101743,0.2773500981126146,0.11566298639324807,0.3508232077228117,0.0,0.0,0.1432229748078866,0.2614881801842454,0.4803844614152615,0.11566298639324807,0.17541160386140586
6,0.052414241836095915,0.06681531047810609,0.13363062095621217,0.06681531047810609,0.08451542547285164,0.0975900072948533,0.10286889997472794,0.5592589407158036,0.1889822365046136,0.07142857142857142,0.0545544725589981,0.20203050891044214,0.0,0.0,0.0944911182523068,0.17928429140015903,0.11952286093343936,0.1636634176769943,0.30304576336566325,0.1889822365046136,0.0,0.08451542547285164,0.11396057645963795,0.0545544725589981,0.0,0.0,0.06681531047810609,0.0944911182523068,0.12677313820927746,0.08451542547285164,0.10101525445522107,0.1091089451179962,0.0944911182523068,0.03940552031195503,0.23904572186687872,0.0,0.0,0.14638501094227996,0.0890870806374748,0.1636634176769943,0.15762208124782012,0.23904572186687872
7,0.19611613513818402,0.24999999999999994,0.0,0.0,0.15811388300841897,0.0,0.3849001794597505,0.12309149097933272,0.2357022603955158,0.0,0.20412414523193148,0.1889822365046136,0.3015113445777636,0.31622776601683794,0.35355339059327373,0.0,0.22360679774997896,0.20412414523193148,0.0,0.17677669529663687,0.40824829046386296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14744195615489714,0.0,0.2886751345948129,0.26726124191242434,0.18257418583505533,0.0,0.0,0.29488391230979427,0.0
8,0.06933752452815364,0.08838834764831843,0.08838834764831843,0.0,0.11180339887498948,0.0,0.17010345435994292,0.2175970699446223,0.25,0.3779644730092272,0.2886751345948129,0.2004459314343183,0.15990053726670783,0.11180339887498948,0.125,0.07905694150420949,0.31622776601683794,0.14433756729740646,0.1336306209562122,0.1875,0.14433756729740646,0.0,0.07537783614444091,0.14433756729740646,0.0,0.0,0.08838834764831843,0.125,0.11180339887498948,0.11180339887498948,0.1336306209562122,0.07216878364870323,0.125,0.10425720702853739,0.23717082451262844,0.10206207261596577,0.0944911182523068,0.19364916731037085,0.1767766952966369,0.14433756729740646,0.20851441405707477,0.23717082451262844
9,0.24806946917841693,0.0,0.07905694150420949,0.0,0.24999999999999994,0.0,0.09128709291752767,0.0778498944161523,0.0,0.0,0.2581988897471611,0.05976143046671968,0.09534625892455921,0.0,0.0,0.07071067811865474,0.07071067811865474,0.12909944487358055,0.05976143046671968,0.0,0.0,0.0,0.06741998624632421,0.0,0.0,0.12909944487358055,0.0,0.0,0.04999999999999999,0.19999999999999996,0.17928429140015903,0.19364916731037085,0.0,0.23312620206007845,0.07071067811865474,0.0,0.16903085094570328,0.23094010767585027,0.0,0.12909944487358055,0.09325048082403138,0.14142135623730948
10,0.1386750490563073,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.11180339887498948,0.12909944487358055,0.13608276348795434,0.26111648393354675,0.0,0.1889822365046136,0.0,0.2672612419124244,0.0,0.0,0.25,0.0,0.15811388300841897,0.14433756729740646,0.4008918628686366,0.0,0.0,0.22360679774997896,0.0,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.0,0.14433756729740646,0.0,0.0,0.15811388300841897,0.0,0.0,0.12909944487358055,0.0,0.14433756729740646,0.10425720702853739,0.15811388300841897
