it.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1,0.0,0.0,0.27863910628767646,0.08451542547285165,0.07412493166611013,0.0,0.0,0.10101525445522107,0.0,0.0,0.061313933948496574,0.05976143046671968,0.0,0.22237479499833038,0.12262786789699315,0.0,0.0,0.0,0.06299407883487121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0668153104781061,0.0,0.0
2,0.16903085094570328,0.2182178902359924,0.15762208124782012,0.0,0.0,0.0,0.10482848367219183,0.14285714285714285,0.0,0.30656966974248284,0.08671099695241198,0.0,0.0,0.0,0.08671099695241198,0.11396057645963795,0.2279211529192759,0.0,0.1781741612749496,0.0,0.0,0.0,0.0,0.0,0.10482848367219183,0.0,0.0,0.10101525445522107,0.0
3,0.0,0.19245008972987526,0.06950480468569159,0.0,0.0,0.0,0.0,0.1259881576697424,0.0,0.0,0.07647191129018724,0.0,0.0,0.0,0.07647191129018724,0.0,0.0,0.0,0.07856742013183861,0.0,0.0,0.0,0.1178511301977579,0.0,0.0,0.0,0.0,0.0,0.0
4,0.31622776601683794,0.0,0.07372097807744857,0.0,0.0,0.0,0.19611613513818402,0.0,0.0,0.0,0.08111071056538126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.19611613513818402,0.0,0.0,0.0,0.0,0.0,0.0,0.08838834764831843,0.0944911182523068,0.0
5,0.0,0.0,0.1318760946791574,0.29999999999999993,0.3508232077228117,0.0,0.08770580193070293,0.23904572186687872,0.0,0.0512989176042577,0.29019050004400465,0.28284271247461895,0.0,0.2631174057921088,0.29019050004400465,0.0,0.0,0.0,0.07453559924999299,0.08770580193070293,0.0,0.0,0.0,0.15811388300841897,0.0,0.0,0.0,0.0,0.12909944487358058
6,0.14907119849998599,0.0,0.0,0.0,0.0,0.0,0.09245003270420486,0.0,0.0,0.0,0.07647191129018724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15713484026367722,0.18490006540840973,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0890870806374748,0.0
