it.en,1,2,3,4,5,6,7,8,9
1,0.04351941398892446,0.19611613513818404,0.2175970699446223,0.5,0.125,0.14433756729740646,0.0,0.08980265101338746,0.0
2,0.050251890762960605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.041318433837920436,0.0,0.1032960845948011,0.07911877721292356,0.0,0.23981604843963608,0.0,0.04263045563194875,0.0
4,0.03077287274483318,0.06933752452815364,0.06154574548966636,0.0,0.08838834764831843,0.20412414523193148,0.06681531047810609,0.031750031750047626,0.0
5,0.0,0.0,0.036297700432031385,0.0,0.0,0.0,0.0,0.0,0.0
6,0.022662980454966834,0.0,0.04532596090993367,0.04339630366027464,0.0,0.22549380840084876,0.14762034939153693,0.02338261867724779,0.0
7,0.04222003309207491,0.0,0.16888013236829963,0.16169041669088866,0.0,0.280056016805602,0.09166984970282112,0.17424273674761287,0.0
8,0.0,0.0,0.0,0.0,0.0,0.06299407883487121,0.0,0.0,0.0
9,0.04351941398892446,0.0,0.17407765595569785,0.16666666666666666,0.0,0.14433756729740646,0.0944911182523068,0.13470397652008118,0.0
