it.en,1,2,3,4,5,6,7,8,9,10,11,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.10206207261596574,0.0,0.0,0.0,0.0,0.08006407690254358,0.0,0.1091089451179962,0.0,0.06622661785325219
3,0.0,0.0,0.11180339887498948,0.0,0.0,0.0,0.0,0.08770580193070293,0.0,0.0,0.0,0.07254762501100116
4,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.06537204504606135,0.0,0.0,0.03874921291460643,0.05407380704358752
5,0.07537783614444091,0.2279211529192759,0.0,0.0,0.0,0.08362420100070908,0.0,0.0,0.0,0.0,0.04956815970966096,0.06917144638660747
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0625,0.0,0.08838834764831843,0.057353933467640436,0.0,0.0,0.0,0.0,0.0,0.0,0.12329924047901795,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.1259881576697424,0.0,0.0,0.0,0.0,0.0,0.09245003270420486,0.0,0.0,0.054799662435119086,0.0
10,0.10206207261596577,0.1543033499620919,0.0,0.0936585811581694,0.25819888974716115,0.22645540682891918,0.0,0.11322770341445959,0.0,0.0,0.13423121104280486,0.1873171623163388
11,0.11470786693528087,0.17342199390482396,0.24333213169614376,0.10526315789473682,0.07254762501100116,0.12725695259515554,0.0,0.12725695259515554,0.0,0.0,0.1131471429607071,0.15789473684210523
12,0.0,0.1259881576697424,0.0,0.0,0.0,0.0,0.0,0.09245003270420486,0.0,0.0,0.054799662435119086,0.0
13,0.0,0.0,0.14433756729740646,0.0,0.0,0.0,0.0,0.0,0.1543033499620919,0.0,0.0,0.0936585811581694
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0625,0.0,0.0,0.11470786693528087,0.07905694150420949,0.06933752452815364,0.0,0.0,0.0,0.0,0.0,0.057353933467640436
16,0.0,0.0,0.13363062095621217,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.042257712736425826,0.12777531299998798,0.05976143046671968,0.11633501014942217,0.10690449676496974,0.09376144618769908,0.0,0.18752289237539815,0.0,0.0,0.11115400287534566,0.11633501014942217
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08770580193070293,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11952286093343936,0.0,0.0,0.0
21,0.0,0.0,0.04856429311786324,0.06302534916632548,0.0,0.07619393177594598,0.0,0.11429089766391898,0.10383482633023308,0.0,0.022581937608857256,0.03151267458316274
22,0.0668153104781061,0.0,0.0,0.061313933948496574,0.1690308509457033,0.44474958999666075,0.0,0.0,0.0,0.0,0.04393747751637468,0.18394180184548972
23,0.0,0.0,0.12499999999999997,0.08111071056538126,0.11180339887498948,0.09805806756909201,0.0,0.0,0.13363062095621217,0.0,0.0,0.16222142113076252
24,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.06537204504606135,0.0,0.0,0.03874921291460643,0.10814761408717503
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
