de.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.0,0.038461538461538464,0.041666666666666664,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.12121212121212122,0.0,0.06060606060606061
2,0.21428571428571427,0.09523809523809523,0.10526315789473684,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.125,0.0,0.1,0.18181818181818182,0.0,0.0625,0.1,0.0,0.10714285714285714
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
4,0.0,0.2,0.037037037037037035,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.08571428571428572
