de.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.0,0.08111071056538126,0.07071067811865475,0.0,0.0,0.0,0.0,0.13363062095621217,0.0,0.0,0.0,0.0,0.0,0.0,0.19611613513818402,0.3127716210856122,0.0,0.12309149097933272
2,0.5,0.22941573387056174,0.2,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.2672612419124244,0.0,0.1889822365046136,0.3333333333333333,0.0,0.1386750490563073,0.36860489038724287,0.0,0.3481553119113957
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09805806756909202,0.0
4,0.0,0.3458572319330373,0.060302268915552716,0.0,0.0,0.07106690545187015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35478743759344955,0.1574591643244434
