fr.en,1,2,3,4,5,6,7,8
1,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.6674238124719146,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.677772085586298,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.588348405414552,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.8006407690254358,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.6139406135149205,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.8593378488473195,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934920476158722
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
