de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0.11470786693528087,0.3125,0.08838834764831843,0.05892556509887897,0.0625,0.0,0.04564354645876384,0.12126781251816648,0.0625,0.12126781251816648,0.1386750490563073,0.1796053020267749,0.11470786693528087,0.14433756729740646,0.0
2,0.21764287503300347,0.31622776601683794,0.33541019662496846,0.0,0.07905694150420949,0.0,0.05773502691896257,0.15339299776947407,0.07905694150420949,0.15339299776947407,0.2631174057921088,0.05679618342470648,0.14509525002200233,0.18257418583505536,0.4216370213557839
3,0.13834289277321493,0.15075567228888181,0.10660035817780521,0.1421338109037403,0.07537783614444091,0.07537783614444091,0.055048188256318034,0.0,0.15075567228888181,0.07312724241271307,0.0,0.05415303610738823,0.0,0.0,0.10050378152592121
4,0.10814761408717503,0.11785113019775793,0.08333333333333333,0.11111111111111113,0.05892556509887897,0.11785113019775793,0.12909944487358058,0.0,0.1767766952966369,0.1143323900950059,0.0,0.08466675133346035,0.05407380704358752,0.0,0.15713484026367722
5,0.1025978352085154,0.11180339887498948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07647191129018724,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.17677669529663687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.21629522817435007,0.05892556509887897,0.16666666666666666,0.055555555555555566,0.11785113019775793,0.0,0.43033148291193524,0.0,0.11785113019775793,0.17149858514250885,0.0,0.0,0.16222142113076254,0.0,0.0
10,0.0,0.20412414523193154,0.0,0.0,0.0,0.0,0.0,0.09901475429766744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.21052631578947364,0.11470786693528087,0.16222142113076252,0.05407380704358752,0.11470786693528087,0.057353933467640436,0.0837707816583391,0.0,0.11470786693528087,0.4451319072597257,0.19088542889273333,0.08240856434303293,0.31578947368421045,0.06622661785325219,0.0
12,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.09166984970282112,0.0,0.0,0.0,0.06788442333021306,0.0,0.0,0.0
13,0.05923488777590923,0.3227486121839514,0.18257418583505533,0.0,0.0,0.0,0.0,0.12524485821702988,0.0,0.06262242910851494,0.21483446221182986,0.04637388957601683,0.23693955110363693,0.223606797749979,0.2581988897471611
14,0.08671099695241198,0.0944911182523068,0.0,0.0,0.0,0.0,0.0,0.18333969940564224,0.0,0.09166984970282112,0.0,0.0,0.0,0.0,0.0
15,0.27668578554642986,0.0,0.21320071635561041,0.1421338109037403,0.22613350843332272,0.07537783614444091,0.11009637651263607,0.0,0.15075567228888181,0.21938172723813917,0.0,0.0,0.13834289277321493,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.07537783614444091,0.07537783614444091,0.0,0.0,0.0,0.14625448482542613,0.0,0.0,0.13834289277321493,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.0,0.11180339887498948,0.0,0.0,0.08032193289024989,0.0,0.0,0.14907119849998599
19,0.0,0.0,0.0,0.0,0.08838834764831843,0.35355339059327373,0.0,0.08574929257125441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17342199390482396,0.0,0.0
21,0.0,0.1336306209562122,0.0944911182523068,0.0,0.0,0.0,0.0,0.0,0.0,0.25928148942086576,0.22237479499833038,0.09600307214746388,0.30656966974248284,0.15430334996209194,0.0
22,0.0,0.12909944487358055,0.0,0.0,0.0,0.0,0.04714045207910317,0.0,0.0,0.06262242910851494,0.0716114874039433,0.04637388957601683,0.23693955110363693,0.223606797749979,0.0
