fr.en,1,2,3,4,5,6,7,8,9,10,11,12
1,0.23809523809523808,0.09090909090909091,0.0625,0.06666666666666667,0.041666666666666664,0.11764705882352941,0.0975609756097561,0.12195121951219512,0.06060606060606061,0.07407407407407407,0.03225806451612903,0.07692307692307693
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
3,0.25,0.1111111111111111,0.0,0.1111111111111111,0.05555555555555555,0.18181818181818182,0.05405405405405406,0.08108108108108109,0.07407407407407407,0.045454545454545456,0.04,0.1
4,0.078125,0.0821917808219178,0.0,0.017241379310344827,0.030303030303030304,0.06896551724137931,0.15789473684210525,0.12658227848101267,0.0684931506849315,0.07462686567164178,0.013513513513513514,0.028985507246376812
5,0.05263157894736842,0.07142857142857142,0.0,0.0,0.05555555555555555,0.08333333333333333,0.05405405405405406,0.02564102564102564,0.03571428571428571,0.045454545454545456,0.08333333333333333,0.1
6,0.0,0.034482758620689655,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.05,0.03333333333333333,0.2,0.0,0.05263157894736842,0.0,0.02564102564102564,0.0,0.034482758620689655,0.0,0.0,0.0
8,0.0,0.030303030303030304,0.0,0.0,0.045454545454545456,0.0,0.023809523809523808,0.0,0.03125,0.0,0.0,0.0
9,0.12,0.15151515151515152,0.0,0.0,0.2857142857142857,0.05,0.044444444444444446,0.02127659574468085,0.05714285714285714,0.03333333333333333,0.030303030303030304,0.034482758620689655
10,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.18181818181818182,0.16129032258064516,0.0,0.0,0.0,0.0,0.022727272727272728,0.045454545454545456,0.029411764705882353,0.03571428571428571,0.0,0.0
12,0.08695652173913043,0.09375,0.0,0.0,0.09090909090909091,0.058823529411764705,0.023255813953488372,0.0,0.0625,0.0,0.0,0.0
13,0.07407407407407407,0.08333333333333333,0.0,0.0,0.16666666666666666,0.047619047619047616,0.09090909090909091,0.0425531914893617,0.05555555555555555,0.06666666666666667,0.029411764705882353,0.03333333333333333
14,0.0625,0.08,0.0,0.0,0.06666666666666667,0.0,0.02857142857142857,0.0,0.04,0.0,0.0,0.0
15,0.038461538461538464,0.05714285714285714,0.0,0.0,0.04,0.0,0.022222222222222223,0.0,0.02857142857142857,0.0,0.0,0.0
16,0.07407407407407407,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.043478260869565216,0.030303030303030304,0.0,0.0,0.045454545454545456,0.0625,0.023809523809523808,0.023255813953488372,0.03125,0.038461538461538464,0.034482758620689655,0.04
18,0.08333333333333333,0.09090909090909091,0.0,0.0,0.041666666666666664,0.11764705882352941,0.022727272727272728,0.022222222222222223,0.06060606060606061,0.03571428571428571,0.03225806451612903,0.037037037037037035
