de.it,1,2,3,4,5,6,7,8,9,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.16703827619526523,0.0,0.0,0.08333333333333334,0.38890872965260115,0.27386127875258304,0.0,0.16770509831248423,0.09901475429766748,0.14630143399516327
3,0.0545544725589981,0.09622504486493763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047781848256749686
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.1889822365046136,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08276058886023684
6,0.2182178902359924,0.0,0.0,0.13608276348795434,0.11547005383792516,0.0,0.0,0.09128709291752768,0.040422604172722185,0.0
7,0.25354627641855493,0.0,0.0,0.0,0.17888543819998318,0.11547005383792514,0.0,0.14142135623730948,0.0,0.11103498152964085
8,0.0,0.19245008972987526,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.040422604172722185,0.0
9,0.0890870806374748,0.0,0.0,0.44444444444444453,0.1885618083164127,0.06085806194501846,0.0,0.223606797749979,0.066009836198445,0.0780274314640871
10,0.14547859349066158,0.0,0.0,0.18144368465060579,0.5388602512436507,0.1987615979999813,0.0,0.12171612389003689,0.08084520834544437,0.14334554477024905
11,0.0629940788348712,0.0,0.0,0.07856742013183861,0.13333333333333333,0.2581988897471611,0.0,0.21081851067789195,0.04667600280093368,0.08276058886023684
12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,0.0975900072948533,0.0,0.0,0.06085806194501846,0.2065591117977289,0.1333333333333333,0.0,0.3265986323710904,0.03615507630310938,0.1709495372682754
14,0.07018624063435965,0.0,0.0,0.04376881095324086,0.1485562705416415,0.19178532059415365,0.0,0.058722021951470346,0.520050967492344,0.19978732196973722
15,0.12371791482634838,0.0,0.0,0.0,0.1745743121887939,0.1690308509457033,0.0,0.13801311186847084,0.09166984970282119,0.3431369808196159
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11433239009500597,0.16893434459987158
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051130999256491394,0.2417591540861999
18,0.0545544725589981,0.0,0.33333333333333337,0.0,0.11547005383792516,0.07453559924999299,0.0,0.09128709291752768,0.040422604172722185,0.07167277238512453
