de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
1,0.12195121951219512,0.0,0.0,0.0,0.16,0.0625,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.03225806451612903,0.1,0.0,0.0,0.012987012987012988,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.030303030303030304,0.0625,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.08333333333333333,0.037037037037037035,0.0,0.06896551724137931,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.07692307692307693,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.02631578947368421,0.0,0.0,0.08695652173913043,0.0,0.0,0.08333333333333333,0.0,0.09523809523809523,0.07692307692307693,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.041666666666666664,0.07142857142857142,0.0,0.0,0.04411764705882353,0.0,0.0,0.08,0.047619047619047616,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.08,0.038461538461538464,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.05555555555555555,0.16666666666666666,0.0,0.043478260869565216,0.2,0.03571428571428571,0.0,0.0,0.038461538461538464,0.0,0.15384615384615385,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.05,0.0
5,0.0,0.043478260869565216,0.17857142857142858,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.043478260869565216,0.02631578947368421,0.0,0.0,0.0,0.03571428571428571,0.0,0.02631578947368421,0.0,0.02702702702702703,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.02040816326530612,0.03333333333333333,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655
6,0.0,0.038461538461538464,0.02857142857142857,0.0,0.0,0.0,0.0,0.25,0.03125,0.14285714285714285,0.0,0.0,0.05714285714285714,0.0,0.045454545454545456,0.043478260869565216,0.0,0.06060606060606061,0.0,0.0,0.0,0.0125,0.037037037037037035,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.07692307692307693,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.03773584905660377,0.0,0.0,0.0,0.0,0.023809523809523808,0.03571428571428571,0.058823529411764705,0.05405405405405406,0.07142857142857142,0.03571428571428571,0.0,0.30303030303030304,0.0,0.0,0.0,0.0,0.05128205128205128,0.03333333333333333,0.0,0.03125,0.023529411764705882,0.0625,0.0,0.04878048780487805,0.02702702702702703,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.03225806451612903,0.0,0.04878048780487805,0.023809523809523808,0.02564102564102564,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.029411764705882353,0.05714285714285714,0.017241379310344827,0.02564102564102564,0.0,0.022727272727272728,0.029411764705882353,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.13333333333333333,0.0,0.15151515151515152,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.027777777777777776,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
9,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.041666666666666664,0.0,0.0,0.0,0.030303030303030304,0.043478260869565216,0.0,0.0,0.03896103896103896,0.0,0.08695652173913043,0.058823529411764705,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.022727272727272728,0.0,0.029411764705882353,0.058823529411764705,0.02857142857142857,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.037037037037037035,0.034482758620689655,0.0,0.03125,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.037037037037037035,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.07142857142857142,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
