it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,0.4391550328268399,0.25354627641855493,0.20203050891044214,0.2857142857142857,0.2525381361380527,0.15152288168283162,0.2452557357939863,0.2279211529192759,0.20044593143431827,0.25354627641855493,0.28867513459481287,0.1091089451179962,0.0,0.03065696697424829
2,0.5009794328681195,0.16269784336399212,0.6482037235521644,0.4583492485141056,0.38892223413129867,0.12964074471043288,0.4721336852187802,0.21938172723813917,0.25724787771376323,0.4338609156373123,0.4763305116224668,0.0,0.0,0.039344473768231684
3,0.24397501823713327,0.08451542547285164,0.20203050891044214,0.21428571428571425,0.20203050891044214,0.15152288168283162,0.18394180184548972,0.11396057645963795,0.20044593143431827,0.21128856368212912,0.20619652471058064,0.0,0.0,0.03065696697424829
4,0.0,0.0,0.0,0.0,0.0,0.1336306209562122,0.0,0.15075567228888181,0.0,0.0,0.0,0.0,0.0,0.0
5,0.17213259316477406,0.07453559924999299,0.1781741612749496,0.2519763153394848,0.4899789435061114,0.0445435403187374,0.21629522817435,0.050251890762960605,0.05892556509887895,0.2608745973749754,0.181848241863327,0.0,0.0,0.02703690352179376
6,0.0,0.06741998624632421,0.0,0.0,0.0,0.08058229640253803,0.0,0.09090909090909091,0.0,0.0,0.3947710169758614,0.17407765595569785,0.0,0.0
7,0.1732050807568877,0.19999999999999996,0.05976143046671968,0.08451542547285164,0.11952286093343936,0.0,0.07254762501100116,0.06741998624632421,0.15811388300841897,0.04999999999999999,0.09759000729485333,0.45184805705753195,0.0,0.0
8,0.0,0.0,0.11952286093343936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12909944487358055,0.5070925528371099,0.0
9,0.0,0.04082482904638631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
