de.it,1,2,3,4,5,6,7,8
1,0.3504383220252312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.31234752377721214,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26726124191242434
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
