it.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,0.06900655593423542,0.5669467095138409,0.10101525445522107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0944911182523068,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.3651483716701107,0.3061862178478973,0.08333333333333334,0.09128709291752768,0.6793662204867575,0.0,0.0,0.07216878364870323,0.09128709291752768,0.061545745489666376,0.0,0.04351941398892446,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.12309149097933275,0.0,0.0,0.5222329678670935,0.11396057645963795,0.10660035817780521,0.13483997249264842,0.09090909090909091,0.0,0.0,0.0,0.0
4,0.12524485821702988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140028008402801,0.4583492485141056,0.42874646285627205,0.21693045781865616,0.14625448482542613,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5477225575051661,0.0,0.0,0.0,0.0,0.0
6,0.0778498944161523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08703882797784893,0.11396057645963795,0.21320071635561041,0.13483997249264842,0.5454545454545454,0.11396057645963795,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09325048082403138,0.0,0.0,0.7112867591590193,0.0,0.0
