de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0.0,0.0,0.11973686801784995,0.11605177063713189,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0890870806374748,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.1126872339638022,0.07838618016696207,0.15194743527951726,0.0,0.07273929674533079,0.07273929674533079,0.14547859349066158,0.11664236870396087,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0975900072948533,0.13576884666042613,0.2631806779839076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.07093269021319086,0.12335342787286212,0.1434684299576431,0.0,0.0,0.04578685464956301,0.18314741859825204,0.11013346473215285,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0657951694959769,0.0,0.0,0.0,0.0,0.10101525445522107,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14907119849998599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.08466675133346035,0.04103049699311091,0.0,0.0,0.0,0.07856742013183861,0.0,0.0,0.05270462766947299,0.07106690545187015,0.0,0.06804138174397717,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1178511301977579,0.0,0.0,0.0,0.10660035817780521,0.0,0.0,0.0
9,0.0,0.06085806194501846,0.0,0.04103049699311091,0.0,0.07856742013183861,0.0,0.0,0.0,0.07453559924999299,0.05270462766947299,0.1421338109037403,0.22680460581325723,0.06804138174397717,0.223606797749979
10,0.0,0.0,0.0,0.07106690545187015,0.0,0.2721655269759087,0.0,0.0,0.1091089451179962,0.12909944487358058,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.11677484162422844,0.0,0.07453559924999299,0.0,0.14907119849998599,0.23904572186687872,0.0,0.04999999999999999,0.20225995873897262,0.17213259316477406,0.06454972243679027,0.0
12,0.0,0.05504818825631802,0.038291979053374184,0.07422696190252055,0.0,0.07106690545187015,0.07106690545187015,0.0,0.05698028822981897,0.1348399724926484,0.28603877677367767,0.12856486930664499,0.0,0.0,0.2696799449852968
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11952286093343936,0.0,0.0,0.0,0.0,0.0,0.0
