it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
1,0.18181818181818182,0.19444444444444445,0.03125,0.1,0.1111111111111111,0.0,0.11764705882352941,0.10810810810810811,0.05405405405405406,0.08571428571428572,0.07142857142857142,0.0,0.0,0.05555555555555555,0.09375,0.02857142857142857,0.06060606060606061,0.125,0.0,0.06666666666666667,0.08823529411764706,0.029411764705882353,0.05128205128205128,0.0,0.02702702702702703,0.02564102564102564,0.09523809523809523,0.03571428571428571,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.06382978723404255,0.0,0.0,0.058823529411764705,0.0,0.0,0.06451612903225806,0.0784313725490196,0.0,0.02857142857142857,0.05714285714285714,0.0,0.09375,0.09375,0.08823529411764706,0.12121212121212122,0.11428571428571428,0.0967741935483871,0.25,0.10526315789473684,0.058823529411764705,0.034482758620689655,0.0,0.1,0.058823529411764705,0.0,0.08571428571428572,0.1388888888888889,0.0784313725490196,0.06382978723404255,0.034482758620689655,0.12121212121212122,0.06666666666666667,0.10204081632653061,0.03333333333333333
2,0.0,0.038461538461538464,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.030303030303030304,0.0,0.0,0.0,0.0,0.0
3,0.125,0.0,0.05,0.0,0.07692307692307693,0.0,0.08333333333333333,0.0,0.08,0.08333333333333333,0.03125,0.0,0.0,0.0,0.09523809523809523,0.09090909090909091,0.09523809523809523,0.09090909090909091,0.0,0.05263157894736842,0.08695652173913043,0.0,0.11538461538461539,0.0,0.0,0.0,0.0625,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.02702702702702703,0.0,0.0,0.09090909090909091,0.0,0.0,0.038461538461538464,0.04878048780487805,0.0,0.0,0.08695652173913043,0.0,0.09523809523809523,0.09523809523809523,0.08695652173913043,0.08695652173913043,0.08,0.1,0.09523809523809523,0.07142857142857142,0.0,0.0,0.0,0.14285714285714285,0.09090909090909091,0.0,0.08333333333333333,0.07407407407407407,0.04878048780487805,0.05555555555555555,0.0,0.08695652173913043,0.1111111111111111,0.05,0.0
4,0.08333333333333333,0.1111111111111111,0.0,0.0,0.08,0.0,0.25,0.037037037037037035,0.13043478260869565,0.08695652173913043,0.03225806451612903,0.0,0.0,0.041666666666666664,0.047619047619047616,0.045454545454545456,0.0,0.0,0.0,0.05555555555555555,0.09090909090909091,0.0,0.0,0.0,0.0,0.038461538461538464,0.1,0.06666666666666667,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.05,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.043478260869565216,0.09090909090909091,0.08333333333333333,0.10526315789473684,0.1,0.07407407407407407,0.0,0.0625,0.0,0.0,0.0,0.0,0.041666666666666664,0.037037037037037035,0.024390243902439025,0.027777777777777776,0.0,0.043478260869565216,0.0,0.05128205128205128,0.0425531914893617
5,0.09302325581395349,0.04081632653061224,0.0,0.0,0.043478260869565216,0.0,0.06976744186046512,0.0425531914893617,0.021739130434782608,0.045454545454545456,0.019230769230769232,0.0,0.0,0.022222222222222223,0.04878048780487805,0.0,0.04878048780487805,0.047619047619047616,0.047619047619047616,0.02564102564102564,0.046511627906976744,0.0,0.0425531914893617,0.0,0.022222222222222223,0.0,0.058823529411764705,0.027777777777777776,0.043478260869565216,0.047619047619047616,0.044444444444444446,0.05405405405405406,0.0,0.0,0.02702702702702703,0.1,0.07407407407407407,0.0,0.0,0.047619047619047616,0.02,0.0,0.08823529411764706,0.06779661016949153,0.0,0.0,0.046511627906976744,0.018518518518518517,0.04878048780487805,0.04878048780487805,0.046511627906976744,0.07142857142857142,0.06818181818181818,0.05,0.075,0.08695652173913043,0.0,0.0,0.0,0.04,0.07317073170731707,0.025,0.045454545454545456,0.0425531914893617,0.05,0.03571428571428571,0.0,0.046511627906976744,0.05263157894736842,0.06896551724137931,0.06060606060606061
6,0.015625,0.045454545454545456,0.0,0.0,0.015384615384615385,0.030303030303030304,0.015873015873015872,0.015151515151515152,0.015625,0.015873015873015872,0.014285714285714285,0.0,0.0,0.015873015873015872,0.016666666666666666,0.0,0.0,0.01639344262295082,0.01639344262295082,0.017543859649122806,0.016129032258064516,0.0,0.0,0.0,0.0,0.015384615384615385,0.014084507042253521,0.018518518518518517,0.03125,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.016129032258064516,0.017857142857142856,0.01639344262295082,0.014705882352941176,0.0,0.033707865168539325,0.06578947368421052,0.013157894736842105,0.0,0.0,0.013888888888888888,0.016666666666666666,0.016666666666666666,0.016129032258064516,0.016129032258064516,0.015625,0.01694915254237288,0.016666666666666666,0.014925373134328358,0.01639344262295082,0.09803921568627451,0.0,0.04477611940298507,0.0,0.0,0.03225806451612903,0.015151515151515152,0.038461538461538464,0.0410958904109589,0.0,0.03278688524590164,0.017543859649122806,0.02564102564102564,0.14285714285714285
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.02631578947368421,0.0,0.0,0.041666666666666664,0.03225806451612903,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0
8,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.125
9,0.02857142857142857,0.1111111111111111,0.034482758620689655,0.0,0.05714285714285714,0.0,0.0,0.02702702702702703,0.0,0.0,0.05,0.0,0.0,0.09375,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02702702702702703,0.034482758620689655,0.0,0.0,0.023809523809523808,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.02564102564102564,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.025,0.0,0.0,0.0,0.05555555555555555,0.0196078431372549,0.021739130434782608,0.038461538461538464,0.030303030303030304,0.0,0.0,0.0
10,0.0,0.03571428571428571,0.05555555555555555,0.05555555555555555,0.04,0.0,0.0,0.038461538461538464,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.038461538461538464,0.025,0.0,0.0,0.0,0.0,0.0,0.0
