it.fr,1,2,3,4,5
1,0.6666666666666666,0.0,0.0,0.06900655593423542,0.0
2,0.0,0.5333333333333333,0.3741657386773941,0.05345224838248487,0.0
3,0.06085806194501846,0.0,0.12598815766974242,0.314970394174356,0.0
