de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1,0.13043478260869565,0.0,0.23809523809523808,0.15384615384615385,0.07407407407407407,0.10344827586206896,0.02564102564102564,0.043478260869565216,0.043478260869565216,0.045454545454545456,0.05555555555555555,0.1,0.08333333333333333,0.05555555555555555,0.04,0.041666666666666664,0.0,0.0,0.043478260869565216,0.03571428571428571,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.023809523809523808,0.0,0.02631578947368421,0.038461538461538464,0.0,0.034482758620689655
2,0.0,0.0,0.13043478260869565,0.2,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.07142857142857142,0.22727272727272727,0.047619047619047616,0.0,0.09523809523809523,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.07692307692307693,0.0,0.037037037037037035,0.10344827586206896,0.0,0.030303030303030304,0.024390243902439025,0.04,0.0,0.041666666666666664,0.05,0.029411764705882353,0.07692307692307693,0.05,0.037037037037037035,0.038461538461538464,0.0,0.0,0.04,0.03333333333333333,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.05,0.0,0.022727272727272728,0.0,0.025,0.03571428571428571,0.0,0.06666666666666667
5,0.12,0.0,0.07692307692307693,0.10344827586206896,0.14814814814814814,0.0625,0.0,0.0,0.04,0.0,0.0,0.09375,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.03225806451612903
6,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.125,0.0,0.17391304347826086,0.14814814814814814,0.07142857142857142,0.17857142857142858,0.05128205128205128,0.0,0.0,0.043478260869565216,0.05263157894736842,0.13333333333333333,0.08,0.05263157894736842,0.038461538461538464,0.04,0.0,0.0,0.041666666666666664,0.034482758620689655,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.023255813953488372,0.0,0.02564102564102564,0.037037037037037035,0.0,0.06896551724137931
8,0.375,0.0,0.15789473684210525,0.13043478260869565,0.08695652173913043,0.12,0.02857142857142857,0.0,0.05263157894736842,0.05555555555555555,0.15384615384615385,0.11538461538461539,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.05,0.0,0.0,0.05263157894736842,0.041666666666666664,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.02631578947368421,0.0,0.029411764705882353,0.045454545454545456,0.0,0.04
9,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.02564102564102564,0.043478260869565216,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.043478260869565216,0.03571428571428571,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.038461538461538464,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
