de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.05555555555555555,0.0,0.4,0.0,0.05,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.041666666666666664
13,0.05263157894736842,0.0,0.05263157894736842,0.043478260869565216,0.0,0.04,0.030303030303030304,0.0,0.0,0.0625,0.08333333333333333,0.17391304347826086,0.05263157894736842,0.08333333333333333,0.05263157894736842,0.05555555555555555,0.0,0.0,0.058823529411764705,0.045454545454545456,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.027777777777777776,0.0,0.03125,0.05,0.0,0.043478260869565216
14,0.17647058823529413,0.0,0.1111111111111111,0.09090909090909091,0.09523809523809523,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.13636363636363635,0.0,0.08695652173913043,0.07407407407407407,0.0,0.03333333333333333,0.02631578947368421,0.045454545454545456,0.0,0.047619047619047616,0.125,0.03225806451612903,0.25,0.058823529411764705,0.13636363636363635,0.09090909090909091,0.0,0.0,0.045454545454545456,0.037037037037037035,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.058823529411764705,0.0,0.024390243902439025,0.0,0.02702702702702703,0.04,0.0,0.07407407407407407
16,0.06451612903225806,0.0,0.06451612903225806,0.05714285714285714,0.02857142857142857,0.05405405405405406,0.021739130434782608,0.0,0.03333333333333333,0.07142857142857142,0.08333333333333333,0.02564102564102564,0.17857142857142858,0.23809523809523808,0.2692307692307692,0.10344827586206896,0.0,0.041666666666666664,0.03333333333333333,0.058823529411764705,0.027777777777777776,0.0,0.0,0.041666666666666664,0.0,0.023255813953488372,0.0,0.0,0.04,0.0,0.02040816326530612,0.0,0.022222222222222223,0.030303030303030304,0.0,0.027777777777777776
17,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.047619047619047616,0.045454545454545456,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.058823529411764705,0.0,0.0,0.05263157894736842,0.0,0.0
18,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.1111111111111111,0.0,0.0625,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.3076923076923077,0.0,0.0,0.041666666666666664,0.0,0.045454545454545456,0.058823529411764705,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.045454545454545456,0.0,0.0
20,0.058823529411764705,0.15384615384615385,0.02857142857142857,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.029411764705882353,0.0,0.037037037037037035,0.030303030303030304,0.02631578947368421,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.019230769230769232,0.0,0.0,0.027777777777777776,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0
27,0.09090909090909091,0.0,0.043478260869565216,0.037037037037037035,0.0,0.034482758620689655,0.02702702702702703,0.047619047619047616,0.0,0.05,0.0625,0.03333333333333333,0.09090909090909091,0.0625,0.043478260869565216,0.045454545454545456,0.0,0.0,0.375,0.08,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0625,0.0,0.025,0.0,0.027777777777777776,0.041666666666666664,0.0,0.07692307692307693
28,0.043478260869565216,0.0,0.043478260869565216,0.037037037037037035,0.0,0.034482758620689655,0.02702702702702703,0.0,0.047619047619047616,0.10526315789473684,0.0625,0.03333333333333333,0.043478260869565216,0.13333333333333333,0.043478260869565216,0.045454545454545456,0.05555555555555555,0.0,0.047619047619047616,0.125,0.037037037037037035,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.05128205128205128,0.0,0.027777777777777776,0.08695652173913043,0.0,0.037037037037037035
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.045454545454545456,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.058823529411764705,0.0,0.16129032258064516,0.17647058823529413,0.0,0.05,0.02040816326530612,0.0,0.0,0.03125,0.03571428571428571,0.04878048780487805,0.02857142857142857,0.03571428571428571,0.02857142857142857,0.06060606060606061,0.0,0.0,0.030303030303030304,0.05405405405405406,0.14285714285714285,0.12121212121212122,0.0,0.0,0.06451612903225806,0.044444444444444446,0.038461538461538464,0.0,0.07407407407407407,0.0,0.0392156862745098,0.0,0.020833333333333332,0.05714285714285714,0.0,0.02564102564102564
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842
33,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.058823529411764705,0.0,0.058823529411764705,0.047619047619047616,0.0,0.043478260869565216,0.03225806451612903,0.0,0.0,0.07142857142857142,0.1,0.041666666666666664,0.058823529411764705,0.1,0.058823529411764705,0.0625,0.0,0.0,0.06666666666666667,0.05,0.047619047619047616,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.1,0.0,0.029411764705882353,0.0,0.03333333333333333,0.05555555555555555,0.0,0.047619047619047616
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0
39,0.03125,0.0,0.03125,0.027777777777777776,0.02857142857142857,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.08695652173913043,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.1111111111111111,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.1,0.0,0.0,0.0,0.0,0.0625,0.18181818181818182,0.0,0.0,0.05,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.12903225806451613,0.0,0.0,0.05555555555555555,0.0,0.047619047619047616
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.1,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.1,0.027777777777777776,0.0,0.0,0.0,0.09090909090909091,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.047619047619047616,0.0,0.08695652173913043
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.029411764705882353,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.21875,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,0.0,0.0,0.0
50,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.03125,0.030303030303030304,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.09302325581395349,0.0,0.023809523809523808,0.14814814814814814,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
52,0.03225806451612903,0.0,0.06666666666666667,0.058823529411764705,0.0,0.02702702702702703,0.022222222222222223,0.034482758620689655,0.0,0.03571428571428571,0.041666666666666664,0.02631578947368421,0.06666666666666667,0.041666666666666664,0.03225806451612903,0.03333333333333333,0.0,0.0,0.034482758620689655,0.029411764705882353,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.06521739130434782,0.0,0.022727272727272728,0.03125,0.0,0.2857142857142857
