it.fr,1,2,3,4,5,6,7,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.545544725589981,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.35355339059327373,0.0,0.4999999999999999,0.0,0.0
4,0.0,0.0,0.0,0.0,0.7559289460184544,0.0,0.0,0.0
5,0.0,0.0,0.0,0.11952286093343936,0.2857142857142857,0.0,0.10101525445522107,0.0
6,0.0,0.0,0.10206207261596577,0.0,0.0,0.0,0.6013377943029549,0.0
