fr.en,1,2,3,4,5,6,7,8,9,10,11,12
1,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.038461538461538464,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.10344827586206896,0.15384615384615385
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.02564102564102564,0.025,0.0425531914893617,0.0,0.0,0.0,0.06976744186046512,0.02564102564102564,0.0,0.038461538461538464,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.04
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.034482758620689655,0.03333333333333333,0.05405405405405406,0.03125,0.02857142857142857,0.08,0.058823529411764705,0.034482758620689655,0.0,0.023255813953488372,0.024390243902439025
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05263157894736842,0.0,0.0,0.03225806451612903
13,0.0,0.0,0.034482758620689655,0.0,0.06666666666666667,0.029411764705882353,0.0,0.0,0.07407407407407407,0.0,0.0,0.025
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.10344827586206896,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.027777777777777776,0.0
16,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728
18,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0
