it.fr,1,2,3,4,5,6,7,8,9,10,11,12
1,0.08006407690254358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.11322770341445959,0.0,0.0,0.14433756729740646,0.0700140042014005,0.0,0.0,0.0,0.0,0.05184758473652126,0.048795003647426664,0.0
4,0.20801257358446093,0.0,0.0,0.08838834764831843,0.08574929257125441,0.0,0.0,0.0,0.0,0.12700012700019048,0.0,0.0
5,0.0,0.0,0.0,0.35355339059327373,0.17149858514250882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679774997896
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
