it.fr,1,2,3,4,5,6,7,8,9,10,11,12
1,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.05555555555555555,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.029411764705882353,0.03125,0.0
4,0.0967741935483871,0.0,0.0,0.058823529411764705,0.047619047619047616,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0
5,0.0,0.0,0.0,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
