fr.en,1,2,3,4,5,6
1,0.0,0.5613413993878117,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.8749999999999998,0.0,0.0,0.0
4,0.0,0.0,0.0,0.50709255283711,0.0,0.0
5,0.0,0.0,0.0,0.0,1.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.7058823529411765
