de.fr,1,2,3,4,5
1,0.1875,0.1111111111111111,0.05555555555555555,0.0,0.0
2,0.2727272727272727,0.0,0.0,0.0,0.0
3,0.043478260869565216,0.08695652173913043,0.14285714285714285,0.11764705882352941,0.0
4,0.0,0.0,0.05263157894736842,0.07142857142857142,0.0
5,0.05263157894736842,0.05,0.05263157894736842,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.09090909090909091,0.1
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.06666666666666667
12,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.07142857142857142,0.07692307692307693
14,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0
21,0.10526315789473684,0.047619047619047616,0.05,0.0,0.07142857142857142
22,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.25
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.14285714285714285
26,0.0,0.07142857142857142,0.07692307692307693,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.07142857142857142
30,0.0,0.0,0.0,0.0,0.07142857142857142
31,0.0,0.0,0.0,0.0,0.14285714285714285
32,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.2
36,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0
38,0.047619047619047616,0.045454545454545456,0.047619047619047616,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0
