de.fr,1,2,3,4,5
40,0.058823529411764705,0.05555555555555555,0.058823529411764705,0.0,0.0
41,0.0,0.05555555555555555,0.058823529411764705,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0
43,0.05263157894736842,0.05,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0
55,0.1111111111111111,0.05,0.05263157894736842,0.0,0.0
56,0.05714285714285714,0.05555555555555555,0.027777777777777776,0.0,0.0
57,0.0,0.041666666666666664,0.043478260869565216,0.0,0.0
58,0.07692307692307693,0.0,0.0,0.045454545454545456,0.0
59,0.0,0.0,0.0,0.0,0.0
60,0.0,0.17647058823529413,0.0,0.0,0.0
61,0.0625,0.058823529411764705,0.0,0.0,0.0
62,0.0,0.16666666666666666,0.0,0.0,0.0
63,0.0,0.045454545454545456,0.0,0.0,0.0
64,0.047619047619047616,0.045454545454545456,0.047619047619047616,0.0,0.0
65,0.045454545454545456,0.043478260869565216,0.045454545454545456,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0
69,0.0,0.08,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0
72,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0
76,0.04,0.038461538461538464,0.13043478260869565,0.0,0.0
77,0.02040816326530612,0.0625,0.02040816326530612,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0
81,0.06666666666666667,0.0625,0.0,0.0,0.0
82,0.0,0.03571428571428571,0.037037037037037035,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0
85,0.0,0.08,0.0,0.0,0.0
86,0.13333333333333333,0.058823529411764705,0.0625,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0
93,0.045454545454545456,0.043478260869565216,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0
96,0.0,0.05555555555555555,0.0,0.0,0.0
97,0.1111111111111111,0.05,0.05263157894736842,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0
102,0.0,0.05555555555555555,0.058823529411764705,0.0,0.0
103,0.07142857142857142,0.10714285714285714,0.034482758620689655,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0
105,0.11764705882352941,0.1111111111111111,0.05555555555555555,0.0,0.0
106,0.0625,0.058823529411764705,0.0625,0.0,0.0
107,0.0,0.0,0.0,0.0,0.125
108,0.05,0.047619047619047616,0.05,0.0,0.0
109,0.058823529411764705,0.05555555555555555,0.0,0.0,0.0
110,0.058823529411764705,0.05555555555555555,0.058823529411764705,0.0,0.0
