de.fr,1,2,3,4,5
1,0.25712973861328997,0.16514456476895406,0.12856486930664499,0.0,0.0
2,0.5222329678670935,0.0,0.0,0.0,0.0
3,0.06917144638660747,0.1777046633277277,0.3458572319330373,0.2809757434745082,0.0
4,0.0,0.0,0.10050378152592121,0.13608276348795434,0.0
5,0.10050378152592121,0.08606629658238703,0.10050378152592121,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.16666666666666669,0.18257418583505536
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.13483997249264842
12,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.13608276348795434,0.14907119849998599
14,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0
21,0.19069251784911848,0.0816496580927726,0.09534625892455924,0.0,0.14142135623730948
22,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.3999999999999999
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.26967994498529685
26,0.0,0.14907119849998599,0.17407765595569785,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.14142135623730948
30,0.0,0.0,0.0,0.0,0.14142135623730948
31,0.0,0.0,0.0,0.0,0.26967994498529685
32,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.28284271247461895
36,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0
38,0.09090909090909091,0.0778498944161523,0.09090909090909091,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0
40,0.11396057645963795,0.0975900072948533,0.11396057645963795,0.0,0.0
41,0.0,0.0816496580927726,0.09534625892455924,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0
43,0.10050378152592121,0.08606629658238703,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0
55,0.26111648393354675,0.14907119849998599,0.17407765595569785,0.0,0.0
56,0.11197850219117086,0.14383899044561524,0.05598925109558543,0.0,0.0
57,0.0,0.0716114874039433,0.08362420100070908,0.0,0.0
