de.fr,1,2,3,4,5
58,0.14625448482542613,0.0,0.0,0.09901475429766744,0.0
59,0.0,0.0,0.0,0.0,0.0
60,0.0,0.36514837167011066,0.0,0.0,0.0
61,0.12309149097933275,0.10540925533894598,0.0,0.0,0.0
62,0.0,0.3442651863295481,0.0,0.0,0.0
63,0.0,0.0778498944161523,0.0,0.0,0.0
64,0.09090909090909091,0.0778498944161523,0.09090909090909091,0.0,0.0
65,0.08703882797784893,0.07453559924999299,0.08703882797784893,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0
69,0.0,0.21081851067789195,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0
72,0.11396057645963795,0.1951800145897066,0.11396057645963795,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0
76,0.0778498944161523,0.1333333333333333,0.23354968324845687,0.0,0.0
77,0.16446073340605294,0.21125363706585917,0.16446073340605294,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0
81,0.13483997249264842,0.11547005383792514,0.0,0.0,0.0
82,0.0,0.12524485821702988,0.07312724241271307,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0
85,0.0,0.1333333333333333,0.0,0.0,0.0
86,0.2461829819586655,0.10540925533894598,0.12309149097933275,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0
93,0.07106690545187015,0.06085806194501846,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0
96,0.0,0.1951800145897066,0.0,0.0,0.0
97,0.20100756305184242,0.08606629658238703,0.10050378152592121,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0975900072948533,0.11396057645963795,0.0,0.0
103,0.1709408646894569,0.2927700218845599,0.05698028822981897,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0
105,0.21320071635561041,0.18257418583505533,0.10660035817780521,0.0,0.0
106,0.12309149097933275,0.10540925533894598,0.12309149097933275,0.0,0.0
107,0.0,0.0,0.0,0.0,0.22360679774997896
108,0.17407765595569785,0.14907119849998599,0.17407765595569785,0.0,0.0
109,0.11396057645963795,0.0975900072948533,0.0,0.0,0.0
110,0.11396057645963795,0.0975900072948533,0.11396057645963795,0.0,0.0
