it.fr,1,2,3,4
1,0.2279211529192759,0.0,0.14373989364401726,0.0
2,0.1690308509457033,0.0,0.25584085962673253,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
