it.en,1,2,3,4,5,6
1,0.2760262237369417,0.06262242910851494,0.0,0.0,0.0,0.0
2,0.0,0.19402850002906638,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
