it.en,1,2,3,4,5
1,0.23328473740792174,0.3003757045930553,0.0,0.0,0.0
2,0.09925833339709303,0.17040572913692198,0.11744404390294069,0.07018624063435965,0.0
3,0.12598815766974242,0.10814761408717503,0.0,0.1781741612749496,0.0
4,0.0,0.11128297681493142,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.033113308926626096,0.0,0.0545544725589981,0.0
7,0.0,0.0,0.0,0.059028133610095526,0.15151080381571405
8,0.0,0.0,0.0,0.0,0.09166984970282112
