it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
1,0.42059551209602986,0.05555555555555555,0.0,0.08333333333333333,0.05270462766947299,0.0,0.03823595564509362,0.02817180849095055,0.16666666666666666,0.22360679774997896,0.0,0.1259881576697424,0.0,0.10206207261596577,0.11785113019775792,0.0,0.06804138174397717,0.032075014954979206,0.1178511301977579,0.13333333333333333,0.1259881576697424,0.0,0.0,0.0445435403187374,0.08333333333333333,0.10425720702853739,0.048112522432468816,0.0,0.20100756305184242,0.05555555555555555,0.09622504486493763,0.18490006540840973,0.1336306209562122,0.09245003270420486,0.0,0.03042903097250923,0.07453559924999299,0.09128709291752769,0.0,0.0,0.0,0.036369648372665396,0.14433756729740643,0.0,0.034020690871988585,0.0,0.11433239009500587,0.0,0.0,0.0,0.0,0.07453559924999299,0.31980107453341566,0.0,0.1889822365046136,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1178511301977579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20412414523193148,0.0
3,0.05564148840746571,0.0,0.2300894966542111,0.06063390625908324,0.0,0.0,0.0,0.0,0.0,0.0,0.08084520834544433,0.0,0.0,0.04950737714883372,0.17149858514250885,0.12964074471043288,0.09901475429766744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06063390625908324,0.0,0.0,0.08574929257125441,0.0,0.08084520834544433,0.0,0.0,0.0,0.0,0.0,0.1328422328310143,0.21693045781865616,0.0,0.0,0.12126781251816648,0.0,0.0,0.0,0.0,0.0,0.0,0.041594516540385144,0.0,0.0,0.0,0.0,0.10846522890932808,0.0,0.0,0.0,0.0,0.140028008402801,0.0
4,0.04055535528269063,0.1767766952966369,0.0,0.04419417382415922,0.05590169943749474,0.0,0.0,0.05976143046671968,0.0,0.0,0.0,0.0,0.16770509831248423,0.07216878364870323,0.04166666666666667,0.04724555912615341,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.09449111825230681,0.04419417382415922,0.0,0.0,0.0,0.0,0.11785113019775793,0.20412414523193154,0.0,0.0,0.09805806756909202,0.05330017908890262,0.09682458365518543,0.07905694150420949,0.09682458365518543,0.0,0.08838834764831845,0.0,0.0,0.0,0.15811388300841897,0.0,0.05330017908890262,0.03031695312954162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.41602514716892186,0.08770580193070293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047565149415449405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09245003270420486,0.0,0.0
6,0.16222142113076254,0.07856742013183861,0.0,0.0,0.07453559924999299,0.1924500897298753,0.05407380704358752,0.07968190728895957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09622504486493764,0.0,0.0,0.0,0.0,0.0,0.0,0.06299407883487121,0.0,0.0,0.06804138174397717,0.0,0.0,0.07856742013183861,0.13608276348795434,0.06537204504606135,0.06299407883487121,0.0,0.0,0.0,0.10540925533894598,0.0,0.0,0.0,0.0,0.051434449987363975,0.0,0.0,0.0,0.0,0.040422604172722164,0.0,0.0,0.06804138174397717,0.0,0.10540925533894598,0.050251890762960605,0.0,0.0,0.0,0.0,0.0
7,0.22941573387056174,0.0,0.0,0.0,0.0,0.4082482904638631,0.0,0.0,0.25,0.22360679774997896,0.0,0.1889822365046136,0.0,0.20412414523193154,0.11785113019775793,0.0,0.0,0.0,0.17677669529663687,0.2,0.1889822365046136,0.0,0.0,0.0,0.125,0.10425720702853739,0.0,0.0,0.30151134457776363,0.0,0.0,0.1386750490563073,0.1336306209562122,0.1386750490563073,0.0,0.0,0.0,0.18257418583505536,0.0,0.0,0.0,0.0,0.2886751345948129,0.0,0.0,0.0,0.08574929257125441,0.12126781251816648,0.0,0.0,0.0,0.0,0.5330017908890261,0.0,0.3779644730092272,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.4150286783196448,0.40771775315010045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058025885318565944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36563621206356534,0.22613350843332272,0.08703882797784893,0.0,0.0,0.0,0.0,0.0,0.0,0.08703882797784893,0.0
9,0.0,0.1781741612749496,0.0,0.0,0.0,0.0,0.0,0.18070158058105026,0.1336306209562122,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.0,0.0,0.0,0.0668153104781061,0.11145564251507058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14824986333222026,0.0,0.0,0.0,0.14638501094227999,0.08451542547285165,0.0,0.16116459280507606,0.0,0.0,0.23904572186687872,0.0,0.0,0.0,0.06482037235521644,0.0668153104781061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.2051956704170308,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11952286093343936,0.0,0.08606629658238703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10846522890932808,0.22360679774997896,0.12909944487358055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
